aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r615	19	14291358	+	19	14291359	-	aid=r615;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r616	19	18148534	+	19	18148535	-	aid=r616;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r617	19	18149575	+	19	18149576	-	aid=r617;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r618	19	18681877	+	19	18681878	-	aid=r618;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r619	19	18694135	+	19	18694136	-	aid=r619;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r620	19	28824999	+	19	28825000	-	aid=r620;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r621	19	28899999	+	19	28900000	-	aid=r621;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r622	19	28999999	+	19	29000000	-	aid=r622;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r623	19	29074999	+	19	29075000	-	aid=r623;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r624	19	44099999	+	19	44100000	-	aid=r624;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r625	19	47349999	+	19	47350000	-	aid=r625;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r626	19	47399999	+	19	47400000	-	aid=r626;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r627	19	47699627	+	19	47699628	-	aid=r627;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r628	19	47699999	+	19	47700000	-	aid=r628;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r629	19	54398708	+	19	54398709	-	aid=r629;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r630	19	54413170	+	19	54413171	-	aid=r630;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r631	19	59049999	+	19	59050000	-	aid=r631;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r632	2	49999	+	2	50000	-	aid=r632;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r633	2	9649999	+	2	9650000	-	aid=r633;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r634	2	9699999	+	2	9700000	-	aid=r634;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r635	2	12027236	+	2	12027237	-	aid=r635;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r636	2	12028351	+	2	12028352	-	aid=r636;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r637	2	26512035	+	2	26512036	-	aid=r637;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r638	2	26514715	+	2	26514716	-	aid=r638;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r639	2	27341883	+	2	27341884	-	aid=r639;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r640	2	31507437	+	2	31507438	-	aid=r640;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r641	2	31507999	+	2	31508000	-	aid=r641;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r642	2	33099999	+	2	33100000	-	aid=r642;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r643	2	33149999	+	2	33150000	-	aid=r643;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r644	2	41399999	+	2	41400000	-	aid=r644;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r645	2	41449999	+	2	41450000	-	aid=r645;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r646	2	42566206	+	2	42566207	-	aid=r646;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r647	2	43238978	+	2	43238979	-	aid=r647;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r648	2	43240468	+	2	43240469	-	aid=r648;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r649	2	45258560	+	2	45258561	-	aid=r649;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r650	2	45260248	+	2	45260249	-	aid=r650;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r651	2	47613796	+	2	47613797	-	aid=r651;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r652	2	63149999	+	2	63150000	-	aid=r652;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r653	2	63249999	+	2	63250000	-	aid=r653;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r654	2	64834822	+	2	64834823	-	aid=r654;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r655	2	64835633	+	2	64835634	-	aid=r655;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r656	2	73699999	+	2	73700000	-	aid=r656;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r657	2	73749999	+	2	73750000	-	aid=r657;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r658	2	77399999	+	2	77400000	-	aid=r658;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r659	2	77449999	+	2	77450000	-	aid=r659;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r660	2	85773675	+	2	85773676	-	aid=r660;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r661	2	85774054	+	2	85774055	-	aid=r661;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r662	2	86899999	+	2	86900000	-	aid=r662;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r663	2	86949999	+	2	86950000	-	aid=r663;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r664	2	89574999	+	2	89575000	-	aid=r664;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r665	2	89724999	+	2	89725000	-	aid=r665;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r666	2	90299999	+	2	90300000	-	aid=r666;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r667	2	90349999	+	2	90350000	-	aid=r667;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r668	2	90499999	+	2	90500000	-	aid=r668;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r669	2	91599999	+	2	91600000	-	aid=r669;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r670	2	97899999	+	2	97900000	-	aid=r670;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r671	2	97999999	+	2	98000000	-	aid=r671;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r672	2	98049999	+	2	98050000	-	aid=r672;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r673	2	98099999	+	2	98100000	-	aid=r673;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r674	2	98149999	+	2	98150000	-	aid=r674;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r675	2	98249999	+	2	98250000	-	aid=r675;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r676	2	107213995	+	2	107213996	-	aid=r676;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r677	2	107216282	+	2	107216283	-	aid=r677;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r678	2	110499999	+	2	110500000	-	aid=r678;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r679	2	110624999	+	2	110625000	-	aid=r679;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r680	2	125527635	+	2	125527636	-	aid=r680;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r681	2	125528040	+	2	125528041	-	aid=r681;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r682	2	126999999	+	2	127000000	-	aid=r682;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r683	2	127049999	+	2	127050000	-	aid=r683;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r684	2	131274999	+	2	131275000	-	aid=r684;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r685	2	131349999	+	2	131350000	-	aid=r685;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r686	2	132394427	+	2	132394428	-	aid=r686;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r687	2	139149999	+	2	139150000	-	aid=r687;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r688	2	139158077	+	2	139158078	-	aid=r688;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r689	2	139529582	+	2	139529583	-	aid=r689;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r690	2	139549999	+	2	139550000	-	aid=r690;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r691	2	139722426	+	2	139722427	-	aid=r691;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r692	2	139723602	+	2	139723603	-	aid=r692;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r693	2	140299999	+	2	140300000	-	aid=r693;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r694	2	140317269	+	2	140317270	-	aid=r694;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r695	2	140342383	+	2	140342384	-	aid=r695;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r696	2	140349999	+	2	140350000	-	aid=r696;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r697	2	140599999	+	2	140600000	-	aid=r697;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r698	2	140616901	+	2	140616902	-	aid=r698;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r699	2	141419745	+	2	141419746	-	aid=r699;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r700	2	141449999	+	2	141450000	-	aid=r700;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r701	2	141549999	+	2	141550000	-	aid=r701;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r702	2	141558723	+	2	141558724	-	aid=r702;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r703	2	141599999	+	2	141600000	-	aid=r703;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r704	2	141741481	+	2	141741482	-	aid=r704;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r705	2	141748848	+	2	141748849	-	aid=r705;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r706	2	141797913	+	2	141797914	-	aid=r706;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r707	2	141799999	+	2	141800000	-	aid=r707;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r708	2	143390543	+	2	143390544	-	aid=r708;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r709	2	143399999	+	2	143400000	-	aid=r709;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r710	2	144007349	+	2	144007350	-	aid=r710;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r711	2	144008017	+	2	144008018	-	aid=r711;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r712	2	144366526	+	2	144366527	-	aid=r712;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r713	2	144399999	+	2	144400000	-	aid=r713;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r714	2	147049999	+	2	147050000	-	aid=r714;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r715	2	147053167	+	2	147053168	-	aid=r715;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r716	2	171765000	+	2	171765001	-	aid=r716;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r717	2	171765175	+	2	171765176	-	aid=r717;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r718	2	171829721	+	2	171829722	-	aid=r718;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r719	2	176065522	+	2	176065523	-	aid=r719;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r720	2	176068238	+	2	176068239	-	aid=r720;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r721	2	181412142	+	2	181412143	-	aid=r721;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r722	2	181412431	+	2	181412432	-	aid=r722;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r723	2	191899689	+	2	191899690	-	aid=r723;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r724	2	192017044	+	2	192017045	-	aid=r724;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r725	2	192017658	+	2	192017659	-	aid=r725;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r726	2	192049209	+	2	192049210	-	aid=r726;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r727	2	192049999	+	2	192050000	-	aid=r727;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r728	2	192385348	+	2	192385349	-	aid=r728;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r729	2	192388262	+	2	192388263	-	aid=r729;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r730	2	192388432	+	2	192388433	-	aid=r730;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r731	2	192399999	+	2	192400000	-	aid=r731;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r732	2	192473325	+	2	192473326	-	aid=r732;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r733	2	192475214	+	2	192475215	-	aid=r733;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r734	2	192546583	+	2	192546584	-	aid=r734;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r735	2	192549999	+	2	192550000	-	aid=r735;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r736	2	192649999	+	2	192650000	-	aid=r736;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r737	2	192659467	+	2	192659468	-	aid=r737;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r738	2	192674171	+	2	192674172	-	aid=r738;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r739	2	192674294	+	2	192674295	-	aid=r739;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r740	2	192674637	+	2	192674638	-	aid=r740;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r741	2	193199999	+	2	193200000	-	aid=r741;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r742	2	193203755	+	2	193203756	-	aid=r742;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r743	2	193203826	+	2	193203827	-	aid=r743;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r744	2	198351557	+	2	198351558	-	aid=r744;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r745	2	198365698	+	2	198365699	-	aid=r745;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r746	2	198366053	+	2	198366054	-	aid=r746;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r747	2	198366231	+	2	198366232	-	aid=r747;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r748	2	198399999	+	2	198400000	-	aid=r748;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r749	2	198593334	+	2	198593335	-	aid=r749;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r750	2	198594313	+	2	198594314	-	aid=r750;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r751	2	198602401	+	2	198602402	-	aid=r751;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r752	2	198618677	+	2	198618678	-	aid=r752;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r753	2	198748929	+	2	198748930	-	aid=r753;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r754	2	198749999	+	2	198750000	-	aid=r754;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r755	2	198758345	+	2	198758346	-	aid=r755;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r756	2	198790970	+	2	198790971	-	aid=r756;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r757	2	198942266	+	2	198942267	-	aid=r757;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r758	2	198949999	+	2	198950000	-	aid=r758;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r759	2	199149999	+	2	199150000	-	aid=r759;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r760	2	199158231	+	2	199158232	-	aid=r760;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r761	2	199499999	+	2	199500000	-	aid=r761;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r762	2	199500840	+	2	199500841	-	aid=r762;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r763	2	199549999	+	2	199550000	-	aid=r763;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r764	2	199554341	+	2	199554342	-	aid=r764;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r765	2	199737831	+	2	199737832	-	aid=r765;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r766	2	200933011	+	2	200933012	-	aid=r766;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r767	2	200949999	+	2	200950000	-	aid=r767;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r768	2	206014972	+	2	206014973	-	aid=r768;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r769	2	206018189	+	2	206018190	-	aid=r769;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r770	2	206099999	+	2	206100000	-	aid=r770;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r771	2	206174999	+	2	206175000	-	aid=r771;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r772	2	211622448	+	2	211622449	-	aid=r772;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r773	2	211625522	+	2	211625523	-	aid=r773;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r774	2	217353874	+	2	217353875	-	aid=r774;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r775	2	217355263	+	2	217355264	-	aid=r775;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r776	2	219149999	+	2	219150000	-	aid=r776;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r777	2	219199999	+	2	219200000	-	aid=r777;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r778	2	225723367	+	2	225723368	-	aid=r778;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r779	2	226970839	+	2	226970840	-	aid=r779;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r780	2	236699999	+	2	236700000	-	aid=r780;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r781	2	236749999	+	2	236750000	-	aid=r781;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r782	2	237099813	+	2	237099814	-	aid=r782;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r783	2	237101073	+	2	237101074	-	aid=r783;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r784	2	239424999	+	2	239425000	-	aid=r784;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r785	2	239465582	+	2	239465583	-	aid=r785;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r786	20	4676743	+	20	4676744	-	aid=r786;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r787	20	4679647	+	20	4679648	-	aid=r787;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r788	20	14913864	+	20	14913865	-	aid=r788;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r789	20	14914961	+	20	14914962	-	aid=r789;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r790	20	19812291	+	20	19812292	-	aid=r790;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r791	20	19814148	+	20	19814149	-	aid=r791;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r792	20	21849999	+	20	21850000	-	aid=r792;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r793	20	21894192	+	20	21894193	-	aid=r793;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r794	20	21949999	+	20	21950000	-	aid=r794;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r795	20	21965240	+	20	21965241	-	aid=r795;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r796	20	32849999	+	20	32850000	-	aid=r796;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r797	20	32899999	+	20	32900000	-	aid=r797;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r798	20	34799999	+	20	34800000	-	aid=r798;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r799	20	34804220	+	20	34804221	-	aid=r799;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r800	20	34889811	+	20	34889812	-	aid=r800;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r801	20	34924999	+	20	34925000	-	aid=r801;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r802	20	43599999	+	20	43600000	-	aid=r802;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r803	20	43649999	+	20	43650000	-	aid=r803;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r804	20	44186611	+	20	44186612	-	aid=r804;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r805	20	44189322	+	20	44189323	-	aid=r805;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r806	20	45539180	+	20	45539181	-	aid=r806;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r807	20	48559297	+	20	48559298	-	aid=r807;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r808	20	49621503	+	20	49621504	-	aid=r808;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r809	20	49649999	+	20	49650000	-	aid=r809;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r810	20	51405956	+	20	51405957	-	aid=r810;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r811	20	53566061	+	20	53566062	-	aid=r811;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r812	20	62899999	+	20	62900000	-	aid=r812;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r813	21	10149999	+	21	10150000	-	aid=r813;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r814	21	10299999	+	21	10300000	-	aid=r814;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r815	21	15620431	+	21	15620432	-	aid=r815;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r816	21	15621049	+	21	15621050	-	aid=r816;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r817	21	21549999	+	21	21550000	-	aid=r817;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r818	21	21894221	+	21	21894222	-	aid=r818;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r819	21	21896312	+	21	21896313	-	aid=r819;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
