aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r3022	22	42449999	+	22	42450000	-	aid=r3022;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3023	22	42499999	+	22	42500000	-	aid=r3023;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3024	22	42549999	+	22	42550000	-	aid=r3024;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3025	22	43099999	+	22	43100000	-	aid=r3025;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3026	22	43149999	+	22	43150000	-	aid=r3026;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3027	22	44049999	+	22	44050000	-	aid=r3027;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3028	22	44055249	+	22	44055250	-	aid=r3028;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3029	22	44849999	+	22	44850000	-	aid=r3029;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3030	22	44861655	+	22	44861656	-	aid=r3030;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3031	22	44899999	+	22	44900000	-	aid=r3031;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3032	22	46449999	+	22	46450000	-	aid=r3032;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3033	22	46482663	+	22	46482664	-	aid=r3033;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3034	22	46484200	+	22	46484201	-	aid=r3034;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3035	22	46499999	+	22	46500000	-	aid=r3035;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3036	22	46749999	+	22	46750000	-	aid=r3036;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3037	22	46799999	+	22	46800000	-	aid=r3037;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3038	22	47041667	+	22	47041668	-	aid=r3038;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3039	22	47042090	+	22	47042091	-	aid=r3039;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3040	22	50049999	+	22	50050000	-	aid=r3040;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3041	22	50099999	+	22	50100000	-	aid=r3041;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3042	22	50599999	+	22	50600000	-	aid=r3042;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3043	22	51049999	+	22	51050000	-	aid=r3043;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3044	22	51099999	+	22	51100000	-	aid=r3044;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3045	3	199999	+	3	200000	-	aid=r3045;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3046	3	249999	+	3	250000	-	aid=r3046;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3047	3	599999	+	3	600000	-	aid=r3047;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3048	3	699999	+	3	700000	-	aid=r3048;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3049	3	999999	+	3	1000000	-	aid=r3049;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3050	3	1049999	+	3	1050000	-	aid=r3050;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3051	3	4449999	+	3	4450000	-	aid=r3051;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3052	3	4499999	+	3	4500000	-	aid=r3052;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3053	3	6299999	+	3	6300000	-	aid=r3053;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3054	3	6349999	+	3	6350000	-	aid=r3054;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3055	3	7099999	+	3	7100000	-	aid=r3055;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3056	3	7174999	+	3	7175000	-	aid=r3056;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3057	3	9849999	+	3	9850000	-	aid=r3057;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3058	3	9899999	+	3	9900000	-	aid=r3058;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3059	3	9949999	+	3	9950000	-	aid=r3059;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3060	3	9999999	+	3	10000000	-	aid=r3060;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3061	3	10099999	+	3	10100000	-	aid=r3061;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3062	3	10549999	+	3	10550000	-	aid=r3062;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3063	3	10599999	+	3	10600000	-	aid=r3063;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3064	3	12949999	+	3	12950000	-	aid=r3064;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3065	3	12999999	+	3	13000000	-	aid=r3065;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3066	3	13699999	+	3	13700000	-	aid=r3066;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3067	3	13749999	+	3	13750000	-	aid=r3067;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3068	3	16374327	+	3	16374328	-	aid=r3068;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3069	3	16381238	+	3	16381239	-	aid=r3069;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3070	3	16399999	+	3	16400000	-	aid=r3070;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3071	3	16449999	+	3	16450000	-	aid=r3071;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3072	3	16549999	+	3	16550000	-	aid=r3072;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3073	3	16599999	+	3	16600000	-	aid=r3073;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3074	3	16699999	+	3	16700000	-	aid=r3074;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3075	3	16749999	+	3	16750000	-	aid=r3075;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3076	3	17449999	+	3	17450000	-	aid=r3076;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3077	3	17549999	+	3	17550000	-	aid=r3077;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3078	3	18799505	+	3	18799506	-	aid=r3078;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3079	3	18799999	+	3	18800000	-	aid=r3079;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3080	3	18832599	+	3	18832600	-	aid=r3080;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3081	3	18849999	+	3	18850000	-	aid=r3081;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3082	3	18850922	+	3	18850923	-	aid=r3082;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3083	3	19249999	+	3	19250000	-	aid=r3083;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3084	3	19290188	+	3	19290189	-	aid=r3084;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3085	3	19309775	+	3	19309776	-	aid=r3085;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3086	3	19349999	+	3	19350000	-	aid=r3086;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3087	3	19699999	+	3	19700000	-	aid=r3087;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3088	3	19715538	+	3	19715539	-	aid=r3088;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3089	3	19749999	+	3	19750000	-	aid=r3089;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3090	3	19750927	+	3	19750928	-	aid=r3090;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3091	3	20449999	+	3	20450000	-	aid=r3091;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3092	3	20479449	+	3	20479450	-	aid=r3092;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3093	3	20499999	+	3	20500000	-	aid=r3093;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3094	3	20749999	+	3	20750000	-	aid=r3094;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3095	3	20770929	+	3	20770930	-	aid=r3095;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3096	3	20798807	+	3	20798808	-	aid=r3096;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3097	3	20799999	+	3	20800000	-	aid=r3097;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3098	3	20800664	+	3	20800665	-	aid=r3098;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}};at=R
r3099	3	22549999	+	3	22550000	-	aid=r3099;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3100	3	22559326	+	3	22559327	-	aid=r3100;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3101	3	22612682	+	3	22612683	-	aid=r3101;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3102	3	22621201	+	3	22621202	-	aid=r3102;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 0}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r3103	3	22625803	+	3	22625804	-	aid=r3103;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3104	3	22649999	+	3	22650000	-	aid=r3104;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3105	3	23489000	+	3	23489001	-	aid=r3105;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3106	3	23500744	+	3	23500745	-	aid=r3106;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3107	3	27449999	+	3	27450000	-	aid=r3107;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3108	3	27499999	+	3	27500000	-	aid=r3108;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3109	3	28799999	+	3	28800000	-	aid=r3109;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3110	3	28849999	+	3	28850000	-	aid=r3110;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3111	3	32299999	+	3	32300000	-	aid=r3111;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3112	3	32301600	+	3	32301601	-	aid=r3112;cn={'2': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3113	3	33563960	+	3	33563961	-	aid=r3113;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3114	3	33567001	+	3	33567002	-	aid=r3114;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3115	3	34115381	+	3	34115382	-	aid=r3115;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3116	3	34121190	+	3	34121191	-	aid=r3116;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3117	3	35474999	+	3	35475000	-	aid=r3117;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3118	3	35549999	+	3	35550000	-	aid=r3118;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3119	3	37513667	+	3	37513668	-	aid=r3119;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3120	3	37529000	+	3	37529001	-	aid=r3120;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3121	3	38529131	+	3	38529132	-	aid=r3121;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3122	3	38537361	+	3	38537362	-	aid=r3122;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3123	3	39749999	+	3	39750000	-	aid=r3123;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3124	3	39799999	+	3	39800000	-	aid=r3124;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3125	3	42099999	+	3	42100000	-	aid=r3125;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3126	3	42149999	+	3	42150000	-	aid=r3126;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3127	3	43849999	+	3	43850000	-	aid=r3127;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3128	3	43924999	+	3	43925000	-	aid=r3128;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3129	3	46699999	+	3	46700000	-	aid=r3129;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3130	3	46749999	+	3	46750000	-	aid=r3130;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3131	3	47049999	+	3	47050000	-	aid=r3131;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3132	3	47149999	+	3	47150000	-	aid=r3132;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3133	3	47399999	+	3	47400000	-	aid=r3133;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3134	3	47449999	+	3	47450000	-	aid=r3134;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3135	3	47799999	+	3	47800000	-	aid=r3135;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3136	3	47849999	+	3	47850000	-	aid=r3136;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3137	3	48477386	+	3	48477387	-	aid=r3137;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3138	3	49199999	+	3	49200000	-	aid=r3138;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3139	3	49211245	+	3	49211246	-	aid=r3139;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3140	3	49219798	+	3	49219799	-	aid=r3140;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3141	3	49249999	+	3	49250000	-	aid=r3141;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3142	3	49299999	+	3	49300000	-	aid=r3142;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3143	3	49349999	+	3	49350000	-	aid=r3143;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3144	3	49999999	+	3	50000000	-	aid=r3144;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3145	3	50049999	+	3	50050000	-	aid=r3145;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3146	3	50099999	+	3	50100000	-	aid=r3146;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3147	3	50149999	+	3	50150000	-	aid=r3147;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3148	3	51449999	+	3	51450000	-	aid=r3148;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3149	3	51499999	+	3	51500000	-	aid=r3149;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3150	3	54555394	+	3	54555395	-	aid=r3150;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3151	3	54569705	+	3	54569706	-	aid=r3151;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
r3152	3	55658954	+	3	55658955	-	aid=r3152;cn={'2': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}, '4': {'AA': 1, 'AB': 0, 'BA': 0, 'BB': 1}};at=R
