aid	chr1	coord1	strand1	chr2	coord2	strand2	extra
r1250	14	105249999	+	14	105250000	-	aid=r1250;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1251	14	105399999	+	14	105400000	-	aid=r1251;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1252	14	105449999	+	14	105450000	-	aid=r1252;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1253	14	105549999	+	14	105550000	-	aid=r1253;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1254	14	105599999	+	14	105600000	-	aid=r1254;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1255	14	105899999	+	14	105900000	-	aid=r1255;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1256	14	106274999	+	14	106275000	-	aid=r1256;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1257	14	106499999	+	14	106500000	-	aid=r1257;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1258	14	106549999	+	14	106550000	-	aid=r1258;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1259	14	106699999	+	14	106700000	-	aid=r1259;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1260	14	106749999	+	14	106750000	-	aid=r1260;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1261	14	106799999	+	14	106800000	-	aid=r1261;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1262	14	106849999	+	14	106850000	-	aid=r1262;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1263	14	106899999	+	14	106900000	-	aid=r1263;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1264	14	106949999	+	14	106950000	-	aid=r1264;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1265	14	107199999	+	14	107200000	-	aid=r1265;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1266	15	20099999	+	15	20100000	-	aid=r1266;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1267	15	20199999	+	15	20200000	-	aid=r1267;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1268	15	20399999	+	15	20400000	-	aid=r1268;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1269	15	20449999	+	15	20450000	-	aid=r1269;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1270	15	20499999	+	15	20500000	-	aid=r1270;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1271	15	20549999	+	15	20550000	-	aid=r1271;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1272	15	20599999	+	15	20600000	-	aid=r1272;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1273	15	20649999	+	15	20650000	-	aid=r1273;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1274	15	20749999	+	15	20750000	-	aid=r1274;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1275	15	20849999	+	15	20850000	-	aid=r1275;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1276	15	20949999	+	15	20950000	-	aid=r1276;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1277	15	21149999	+	15	21150000	-	aid=r1277;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1278	15	21299999	+	15	21300000	-	aid=r1278;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1279	15	21349999	+	15	21350000	-	aid=r1279;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1280	15	21624999	+	15	21625000	-	aid=r1280;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1281	15	21899999	+	15	21900000	-	aid=r1281;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1282	15	21949999	+	15	21950000	-	aid=r1282;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1283	15	22049999	+	15	22050000	-	aid=r1283;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1284	15	22599999	+	15	22600000	-	aid=r1284;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1285	15	22649999	+	15	22650000	-	aid=r1285;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1286	15	22699999	+	15	22700000	-	aid=r1286;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1287	15	22749999	+	15	22750000	-	aid=r1287;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1288	15	23299999	+	15	23300000	-	aid=r1288;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1289	15	23349999	+	15	23350000	-	aid=r1289;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1290	15	23399999	+	15	23400000	-	aid=r1290;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1291	15	23499999	+	15	23500000	-	aid=r1291;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1292	15	23549999	+	15	23550000	-	aid=r1292;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1293	15	23599999	+	15	23600000	-	aid=r1293;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1294	15	26049999	+	15	26050000	-	aid=r1294;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1295	15	26099999	+	15	26100000	-	aid=r1295;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1296	15	28049999	+	15	28050000	-	aid=r1296;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1297	15	28099999	+	15	28100000	-	aid=r1297;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1298	15	28349999	+	15	28350000	-	aid=r1298;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1299	15	28399999	+	15	28400000	-	aid=r1299;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1300	15	28449999	+	15	28450000	-	aid=r1300;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1301	15	28524999	+	15	28525000	-	aid=r1301;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1302	15	28599999	+	15	28600000	-	aid=r1302;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1303	15	28649999	+	15	28650000	-	aid=r1303;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1304	15	28849999	+	15	28850000	-	aid=r1304;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1305	15	28899999	+	15	28900000	-	aid=r1305;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1306	15	28949999	+	15	28950000	-	aid=r1306;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1307	15	28999999	+	15	29000000	-	aid=r1307;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1308	15	29499999	+	15	29500000	-	aid=r1308;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1309	15	29549999	+	15	29550000	-	aid=r1309;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1310	15	30449999	+	15	30450000	-	aid=r1310;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1311	15	30499999	+	15	30500000	-	aid=r1311;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1312	15	30549999	+	15	30550000	-	aid=r1312;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1313	15	30699999	+	15	30700000	-	aid=r1313;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1314	15	30799999	+	15	30800000	-	aid=r1314;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1315	15	30899999	+	15	30900000	-	aid=r1315;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1316	15	32199999	+	15	32200000	-	aid=r1316;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1317	15	32249999	+	15	32250000	-	aid=r1317;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1318	15	32449999	+	15	32450000	-	aid=r1318;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1319	15	32499999	+	15	32500000	-	aid=r1319;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1320	15	32599999	+	15	32600000	-	aid=r1320;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1321	15	32699999	+	15	32700000	-	aid=r1321;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1322	15	32749999	+	15	32750000	-	aid=r1322;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1323	15	32799999	+	15	32800000	-	aid=r1323;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1324	15	32899999	+	15	32900000	-	aid=r1324;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1325	15	35349999	+	15	35350000	-	aid=r1325;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1326	15	35399999	+	15	35400000	-	aid=r1326;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1327	15	45299999	+	15	45300000	-	aid=r1327;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1328	15	45399999	+	15	45400000	-	aid=r1328;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1329	15	45549999	+	15	45550000	-	aid=r1329;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1330	15	45599999	+	15	45600000	-	aid=r1330;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1331	15	45649999	+	15	45650000	-	aid=r1331;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1332	15	45799999	+	15	45800000	-	aid=r1332;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1333	15	48399999	+	15	48400000	-	aid=r1333;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1334	15	48474999	+	15	48475000	-	aid=r1334;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1335	15	52049999	+	15	52050000	-	aid=r1335;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1336	15	52099999	+	15	52100000	-	aid=r1336;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1337	15	55699999	+	15	55700000	-	aid=r1337;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1338	15	55749999	+	15	55750000	-	aid=r1338;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1339	15	57149999	+	15	57150000	-	aid=r1339;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1340	15	57199999	+	15	57200000	-	aid=r1340;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1341	15	57249999	+	15	57250000	-	aid=r1341;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1342	15	63499999	+	15	63500000	-	aid=r1342;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1343	15	63549999	+	15	63550000	-	aid=r1343;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1344	15	64849999	+	15	64850000	-	aid=r1344;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1345	15	64949999	+	15	64950000	-	aid=r1345;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1346	15	65699999	+	15	65700000	-	aid=r1346;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1347	15	65749999	+	15	65750000	-	aid=r1347;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1348	15	65899999	+	15	65900000	-	aid=r1348;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1349	15	65949999	+	15	65950000	-	aid=r1349;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1350	15	70899999	+	15	70900000	-	aid=r1350;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1351	15	70949999	+	15	70950000	-	aid=r1351;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1352	15	73149999	+	15	73150000	-	aid=r1352;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1353	15	73199999	+	15	73200000	-	aid=r1353;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1354	15	74849999	+	15	74850000	-	aid=r1354;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1355	15	75049999	+	15	75050000	-	aid=r1355;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1356	15	75549999	+	15	75550000	-	aid=r1356;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1357	15	75599999	+	15	75600000	-	aid=r1357;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1358	15	78899999	+	15	78900000	-	aid=r1358;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1359	15	78949999	+	15	78950000	-	aid=r1359;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1360	15	79249999	+	15	79250000	-	aid=r1360;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1361	15	79299999	+	15	79300000	-	aid=r1361;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1362	15	82049999	+	15	82050000	-	aid=r1362;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1363	15	82099999	+	15	82100000	-	aid=r1363;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1364	15	82624999	+	15	82625000	-	aid=r1364;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1365	15	82749999	+	15	82750000	-	aid=r1365;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1366	15	82874999	+	15	82875000	-	aid=r1366;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1367	15	82949999	+	15	82950000	-	aid=r1367;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1368	15	82999999	+	15	83000000	-	aid=r1368;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1369	15	83099999	+	15	83100000	-	aid=r1369;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1370	15	83199999	+	15	83200000	-	aid=r1370;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1371	15	84949999	+	15	84950000	-	aid=r1371;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1372	15	84999999	+	15	85000000	-	aid=r1372;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1373	15	85049999	+	15	85050000	-	aid=r1373;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1374	15	85749999	+	15	85750000	-	aid=r1374;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1375	15	85799999	+	15	85800000	-	aid=r1375;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1376	15	89249999	+	15	89250000	-	aid=r1376;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1377	15	89299999	+	15	89300000	-	aid=r1377;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1378	15	91099999	+	15	91100000	-	aid=r1378;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1379	15	91149999	+	15	91150000	-	aid=r1379;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
r1380	15	92199999	+	15	92200000	-	aid=r1380;cn={'2': {'AA': 2, 'AB': 0, 'BA': 0, 'BB': 2}, '3': {'AA': 0, 'AB': 0, 'BA': 0, 'BB': 2}};at=R
